inserted_at,platform_name,delivery_platform,delivery_tracking_number,order_id,order_no,external_order_no,shipping_label
2024-04-14 01:26:32,Shopee,Giao Hàng Nhanh,G8DA8HTX,15762388,SPETHM-240414P15KG3B6,SPETHM-240414P15KG3B6,https://files.onpoint.vn/order/2024/04/15/433119599W47M7TIFHR6VQKPD7PU2FCQV_shipping_label.pdf
2024-04-13 18:03:28,Shopee,Giao Hàng Nhanh,G8DAMB86,15754326,SPETHM-240414N8DB149F,SPETHM-240414N8DB149F,https://files.onpoint.vn/order/2024/04/15/364628235SOZZTYGYPX3D6HVMYYUCYGLQ_shipping_label.pdf
2024-04-13 17:38:15,Shopee,Giao Hàng Nhanh,G8D8DD6K,15754076,SPETHM-240414N7083FAS,SPETHM-240414N7083FAS,https://files.onpoint.vn/order/2024/04/15/348765431SB6MBLQ7MO4I64XXQPQGVFGG_shipping_label.pdf
2024-04-13 17:26:29,Shopee,Giao Hàng Nhanh,G8DAT3K3,15753876,SPEMDE-240414N6B5V7M5,SPEMDE-240414N6B5V7M5,https://files.onpoint.vn/order/2024/04/15/553706945ZQLKSMDPPPOYO23T6SYMI6RS_shipping_label.pdf
2024-04-13 14:16:55,Shopee,SPX Express,SPXVN040355616304,15750431,SPETHM-240413MUR7RVP9,SPETHM-240413MUR7RVP9,https://files.onpoint.vn/order/2024/04/15/803342173NDLLPS2B2WLQ7NRPBZFGESZH_shipping_label.pdf
2024-04-13 14:04:58,Shopee,Giao Hàng Nhanh,G8DX88XH,15750175,SPEGRP-240413MU2UY159,SPEGRP-240413MU2UY159,https://files.onpoint.vn/order/2024/04/14/8283217157SMEFDGASBMXYWZHFGGHQVSG_shipping_label.pdf
2024-04-13 14:00:30,Shopee,Ninja Van,SPEVN243459069727J,15750053,SPETHM-240413MTTUFBGD,SPETHM-240413MTTUFBGD,https://files.onpoint.vn/order/2024/04/15/271325149URRRGPLHGGZSN5ORUYO3R4CO_shipping_label.pdf
2024-04-13 12:27:18,Shopee,Giao Hàng Nhanh,G8DXAH4K,15748320,SPENVA-240413MNM7F74P,SPENVA-240413MNM7F74P,https://files.onpoint.vn/order/2024/04/14/430319061TBGVIKML37NWDSRMGYXAJJQL_shipping_label.pdf
2024-04-13 12:01:19,Shopee,Giao Hàng Nhanh,G8DXAH3A,15747802,SPENVA-240413MM5RND24,SPENVA-240413MM5RND24,https://files.onpoint.vn/order/2024/04/14/1978175425VT4MZV6DDJVC4EW3PNRDPOX_shipping_label.pdf
2024-04-13 11:26:01,Shopee,SPX Express,SPXVN043508658784,15747253,SPENVA-240413MJ6MQWFA,SPENVA-240413MJ6MQWFA,https://files.onpoint.vn/order/2024/04/14/385540577TMCX4OIN3J6M2RSXZGIAYLGV_shipping_label.pdf
2024-04-13 08:24:13,Shopee,Giao Hàng Nhanh,G8DXAK4U,15744306,SPENVA-240413M81J3H8F,SPENVA-240413M81J3H8F,https://files.onpoint.vn/order/2024/04/14/633122519DY72BPU5LSUZYQTGU7ZZZBZU_shipping_label.pdf
2024-04-13 06:53:20,Shopee,SPX Express,SPXVN045811933594,15743250,SPETHM-240413M2Y0S6P3,SPETHM-240413M2Y0S6P3,https://files.onpoint.vn/order/2024/04/15/981709984BGIR2D6SL4ZMP3NEI7HWPF3A_shipping_label.pdf
2024-04-13 05:39:33,Shopee,SPX Express,SPXVN048531564734,15742313,SPEPEP-240413KXU7K2YC,SPEPEP-240413KXU7K2YC,https://files.onpoint.vn/order/2024/04/13/360625168AZL7L3XJ3RM4IL3LBDZQWVI4_shipping_label.pdf
2024-04-12 17:21:34,Shopee,Giao Hàng Nhanh,G8DHALGW,15730150,SPETHM-240413JNKG1QXX,SPETHM-240413JNKG1QXX,https://files.onpoint.vn/order/2024/04/13/949784442245LECHLJ7JQJVUO3NCKFMD3_shipping_label.pdf
2024-04-12 16:50:32,Shopee,SPX Express,SPXVN047240466864,15729273,SPETHM-240413JKV0B5BS,SPETHM-240413JKV0B5BS,https://files.onpoint.vn/order/2024/04/13/491914502TOGZN6DENC2SGBDFPZNAPKHE_shipping_label.pdf
2024-04-12 15:15:02,Shopee,Giao Hàng Nhanh,G8DHACMT,15727748,SPENVA-240412JEH6S1RR,SPENVA-240412JEH6S1RR,https://files.onpoint.vn/order/2024/04/13/852111127CEVJAZS4YMQNAKWOCAK7UWPT_shipping_label.pdf
2024-04-12 14:56:57,Shopee,SPX Express,SPXVN049853331894,15727417,SPENVA-240412JDGV27JG,SPENVA-240412JDGV27JG,https://files.onpoint.vn/order/2024/04/13/67321005YVHGCLDQNPBJRGXLJ3ODMOZX_shipping_label.pdf
2024-04-12 14:29:01,Shopee,Giao Hàng Nhanh,G8DHACWR,15726887,SPENVA-240412JBXXNT0P,SPENVA-240412JBXXNT0P,https://files.onpoint.vn/order/2024/04/13/9322782502P5MVTROZFYDCO44IU4TZTHP_shipping_label.pdf
2024-04-12 13:55:13,Shopee,Giao Hàng Nhanh,G8DHXEMK,15726113,SPEGRP-240412JA2FN4WV,SPEGRP-240412JA2FN4WV,https://files.onpoint.vn/order/2024/04/13/22621976762XILDD6FTW7NQ6GPY7ZBK43_shipping_label.pdf
2024-04-12 12:33:34,Shopee,SPX Express,SPXVN047119060844,15724904,SPEKEW-240412J5GGH0KJ,SPEKEW-240412J5GGH0KJ,https://files.onpoint.vn/order/2024/04/13/387766064D65FGTQQIFZ7KGALSKFJV7ZZ_shipping_label.pdf
2024-04-12 10:42:16,Shopee,tnsl_delivery,HTC688595503C0,14680947,SPEGRP-24031558EKU7KG,SPEGRP-24031558EKU7KG-GB,https://files.onpoint.vn/order/2024/04/12/SBTSRAR4XA2VVLT7SO734YOX2W7JA3_shipping_label.pdf
2024-04-12 08:48:56,Shopee,tnsl_delivery,HTC487259947C0,15464832,SPEOBA-240404TFB5K7N9,SPEOBA-240404TFB5K7N9-GB,https://files.onpoint.vn/order/2024/04/12/SBTNDSVW7GWSS7EXKTQ3P4VIELYYZP_shipping_label.pdf
2024-04-12 06:21:02,Shopee,Giao Hàng Nhanh,G8DH6GWE,15719448,SPENVA-240412HGPB3UTA,SPENVA-240412HGPB3UTA,https://files.onpoint.vn/order/2024/04/12/945675167NRFWS4Q2OOKBDO3ITD3QVUMR_shipping_label.pdf
2024-04-12 05:24:03,Shopee,Giao Hàng Nhanh,G8DHUCKC,15718628,SPEOBA-240412HDGEENAY,SPEOBA-240412HDGEENAY,https://files.onpoint.vn/order/2024/04/12/2831392925JS3MM5DFFRAVU5HSLL2AAG2_shipping_label.pdf
2024-04-12 02:12:48,Shopee,Giao Hàng Nhanh,G8DHFDD9,15714422,SPEMDE-240412H2TFY6B0,SPEMDE-240412H2TFY6B0,https://files.onpoint.vn/order/2024/04/12/9204719892DFDTA27Z2K73IAFVXYS5EXN_shipping_label.pdf
2024-04-12 01:45:53,Shopee,Giao Hàng Nhanh,G8DH7RF7,15713805,SPETHM-240412H1AAWDMC,SPETHM-240412H1AAWDMC,https://files.onpoint.vn/order/2024/04/12/222296097QDSV7KGJMJH3UISMOXBWOM35_shipping_label.pdf
2024-04-12 01:13:34,Shopee,Giao Hàng Nhanh,G8DTA7PH,15713403,SPECSC-240412GYGJNJVK,SPECSC-240412GYGJNJVK,https://files.onpoint.vn/order/2024/04/12/3475750855IT4OVRJXSR4ST3NB5JOYUGZ_shipping_label.pdf
2024-04-11 23:46:58,Shopee,SPX Express,SPXVN042479804964,15705837,SPEUIM-240412GTNQAQ85,SPEUIM-240412GTNQAQ85,https://files.onpoint.vn/order/2024/04/12/181043205N6KN6BX2MHURQ5JYULIXO5VF_shipping_label.pdf
2024-04-11 23:40:56,Shopee,SPX Express,SPXVN044319628174,15705820,SPENVA-240412GTAX43CX,SPENVA-240412GTAX43CX,https://files.onpoint.vn/order/2024/04/12/398189169YSZ2E2W322COYA246VAUU2KN_shipping_label.pdf
2024-04-11 23:29:51,Shopee,Giao Hàng Nhanh,G8DTWGGG,15705784,SPEUIM-240412GSQ303GD,SPEUIM-240412GSQ303GD,https://files.onpoint.vn/order/2024/04/12/156145755DJKB7OI23WC5EKOJJCHC5V4H_shipping_label.pdf
2024-04-11 22:04:34,Shopee,Giao Hàng Nhanh,G8DTKDA6,15705623,SPEUIM-240412GMXM0DG3,SPEUIM-240412GMXM0DG3,https://files.onpoint.vn/order/2024/04/12/957322062S43SU2MWCW27IPN3IAJSVHPM_shipping_label.pdf
2024-04-11 21:32:14,Shopee,Giao Hàng Nhanh,G8DTKNF6,15705578,SPEJNJ-240412GK4STV3M,SPEJNJ-240412GK4STV3M,https://files.onpoint.vn/order/2024/04/12/439171378SA6X2WZAG36XNBBGLLUYUBUG_shipping_label.pdf
2024-04-11 21:27:29,Shopee,SPX Express,SPXVN047797737944,15705568,SPEJNJ-240412GJV938PS,SPEJNJ-240412GJV938PS,https://files.onpoint.vn/order/2024/04/12/458727484FWOEIM4IA2LV32CLQ4AETGWK_shipping_label.pdf
2024-04-11 21:14:33,Shopee,SPX Express,SPXVN047216468634,15705554,SPEOBA-240412GJ550UCD,SPEOBA-240412GJ550UCD,https://files.onpoint.vn/order/2024/04/12/473084379VY3TDGM2JKZFAYDRUFIF6PI6_shipping_label.pdf
2024-04-11 19:46:26,Shopee,Giao Hàng Nhanh,G8DTWEV6,15705332,SPETHM-240412GD7KXW6U,SPETHM-240412GD7KXW6U,https://files.onpoint.vn/order/2024/04/12/365207960WLRCBGMTEB5LCDLHUBWAPKY5_shipping_label.pdf
2024-04-11 19:37:14,Shopee,Giao Hàng Nhanh,G8DTKC3A,15704906,SPECSC-240412GCQ5FJET,SPECSC-240412GCQ5FJET,https://files.onpoint.vn/order/2024/04/12/23205737872LKBN46TO3KGJ4J6UPYOIJL_shipping_label.pdf
2024-04-11 19:19:11,Shopee,SPX Express,SPXVN048699510354,15703539,SPEHUG-240412GBPVPEPJ,SPEHUG-240412GBPVPEPJ,https://files.onpoint.vn/order/2024/04/12/81491601O5IDUIV3Z2E5QICCWCJFJYLT_shipping_label.pdf
2024-04-11 19:18:47,Shopee,Giao Hàng Nhanh,G8DTKCVY,15703526,SPEHUG-240412GBP4TC23,SPEHUG-240412GBP4TC23,https://files.onpoint.vn/order/2024/04/12/254984146SPEOPOP36SOLKHCDYRW6NYPA_shipping_label.pdf
2024-04-11 19:15:02,Shopee,Giao Hàng Nhanh,G8DTTE49,15703423,SPENVA-240412GBFF7AUP,SPENVA-240412GBFF7AUP,https://files.onpoint.vn/order/2024/04/12/8126271234Z2OEWI7NVQYTS54BPXVA4GK_shipping_label.pdf
2024-04-11 19:12:06,Shopee,SPX Express,SPXVN043145308524,15703347,SPEMOL-240412GBA7CU8P,SPEMOL-240412GBA7CU8P,https://files.onpoint.vn/order/2024/04/12/8998260623MMX26WJKHK6WVXFKPZ7M5MB_shipping_label.pdf
2024-04-11 18:57:59,Shopee,Giao Hàng Nhanh,G8DTKCLN,15702851,SPEUIM-240412GAGXMJ1F,SPEUIM-240412GAGXMJ1F,https://files.onpoint.vn/order/2024/04/12/491493091V6JJHVJN7SQB4N62JJ64CXSH_shipping_label.pdf
2024-04-11 18:49:10,Shopee,Giao Hàng Nhanh,G8DTKUYQ,15702633,SPEKIE-240412GA17462F,SPEKIE-240412GA17462F,https://files.onpoint.vn/order/2024/04/12/267068367K2PMF6BNVGCDLWVW33ATHLZK_shipping_label.pdf
2024-04-11 18:42:27,Shopee,Giao Hàng Nhanh,G8DTK69K,15702554,SPEBAY-240412G9N5SG59,SPEBAY-240412G9N5SG59,https://files.onpoint.vn/order/2024/04/12/1920803515C6VG7KJ5AUV4HG3H2YI5SAC_shipping_label.pdf
2024-04-11 18:36:50,Shopee,Giao Hàng Nhanh,G8DTKGKX,15702338,SPEJNJ-240412G9B4ETE4,SPEJNJ-240412G9B4ETE4,https://files.onpoint.vn/order/2024/04/12/545947520XYOYGZEZJOBPK7SNXOPU3TWG_shipping_label.pdf
2024-04-11 18:14:00,Shopee,SPX Express,SPXVN040639379934,15701906,SPEHUG-240412G82AT4VU,SPEHUG-240412G82AT4VU,https://files.onpoint.vn/order/2024/04/12/41772423JSP4R3SEWUVVAZ7C6N2THQRA_shipping_label.pdf
2024-04-11 17:58:45,Shopee,SPX Express,SPXVN046892115674,15701833,SPEJNJ-240412G7726MM4,SPEJNJ-240412G7726MM4,https://files.onpoint.vn/order/2024/04/12/645048214K5A7HW3E4XBS23WACSE3XXPE_shipping_label.pdf
2024-04-11 17:53:50,Shopee,Giao Hàng Nhanh,G8DTKFUE,15701779,SPECBB-240412G6X8WB64,SPECBB-240412G6X8WB64,https://files.onpoint.vn/order/2024/04/12/7202639414EQ2R4J7MCPSNPQA5ER375NF_shipping_label.pdf
2024-04-11 17:53:01,Shopee,SPX Express,SPXVN040307205504,15701767,SPEHUG-240412G6VT64CU,SPEHUG-240412G6VT64CU,https://files.onpoint.vn/order/2024/04/12/206154099YDHLZX7OXJ4UKF56QL2D64HF_shipping_label.pdf
2024-04-11 17:49:46,Shopee,Giao Hàng Nhanh,G8DTKGGL,15701751,SPEHUG-240412G6Q15QSG,SPEHUG-240412G6Q15QSG,https://files.onpoint.vn/order/2024/04/12/522931934XP6XVTCH7PB337BT4DNYQ5MS_shipping_label.pdf
2024-04-11 17:45:16,Shopee,SPX Express,SPXVN040804990744,15701676,SPEHUG-240412G6EXNY13,SPEHUG-240412G6EXNY13,https://files.onpoint.vn/order/2024/04/12/44918350TZN7WXBKQPHWHF7RCZHXAJTX_shipping_label.pdf
2024-04-11 17:39:07,Shopee,SPX Express,SPXVN044120971004,15701595,SPEHUG-240412G63XU6NJ,SPEHUG-240412G63XU6NJ,https://files.onpoint.vn/order/2024/04/12/495207330YWWZHFJD2FL7RSFA56DCLVVO_shipping_label.pdf
2024-04-11 17:38:43,Shopee,SPX Express,SPXVN043873285634,15701590,SPEJNJ-240412G6370DWE,SPEJNJ-240412G6370DWE,https://files.onpoint.vn/order/2024/04/12/820021415LF2Y3UIDEB7BLQSUYVYVQV7G_shipping_label.pdf
2024-04-11 17:34:15,Shopee,Giao Hàng Nhanh,G8DTKFMW,15701546,SPEHUG-240412G5U8AFMQ,SPEHUG-240412G5U8AFMQ,https://files.onpoint.vn/order/2024/04/12/983283148JANNHZLAZ6RNE6IQMIWGYDSY_shipping_label.pdf
2024-04-11 17:32:42,Shopee,Giao Hàng Nhanh,G8DTKQDW,15701524,SPECSC-240412G5RFNE8X,SPECSC-240412G5RFNE8X,https://files.onpoint.vn/order/2024/04/12/293440321K7QAOF3AH6GG3HWAQSQKFEWA_shipping_label.pdf
2024-04-11 17:31:07,Shopee,Giao Hàng Nhanh,G8DTKFXV,15701479,SPEELX-240412G5NM2MXN,SPEELX-240412G5NM2MXN,https://files.onpoint.vn/order/2024/04/12/50482543ZB2G455EQGCXSZHZPM7SGSYR_shipping_label.pdf
2024-04-11 17:29:02,Shopee,SPX Express,SPXVN042638328014,15701450,SPESBC-240412G5HWV1GE,SPESBC-240412G5HWV1GE,https://files.onpoint.vn/order/2024/04/12/362026519DVM275VHSAY5QV3SZSRQH3HK_shipping_label.pdf
2024-04-11 17:24:42,Shopee,Giao Hàng Nhanh,G8DT4EW8,15701376,SPEHUG-240412G5A4W3X1,SPEHUG-240412G5A4W3X1,https://files.onpoint.vn/order/2024/04/12/594933283HFNGMHWLS35ZFDSD3OYHZKWT_shipping_label.pdf
2024-04-11 17:20:56,Shopee,SPX Express,SPXVN043468461754,15701321,SPEMAR-240412G53ECN01,SPEMAR-240412G53ECN01,https://files.onpoint.vn/order/2024/04/12/532494851ET7AZG2WK25V242YF5MCLLOZ_shipping_label.pdf
2024-04-11 17:20:12,Shopee,SPX Express,SPXVN046475553424,15701314,SPEHUG-240412G524CXMH,SPEHUG-240412G524CXMH,https://files.onpoint.vn/order/2024/04/12/65550335FED6ZVYHSK7YJ2HBL2HY4CZW_shipping_label.pdf
2024-04-11 17:13:35,Shopee,Giao Hàng Nhanh,G8DTKLFD,15701178,SPECBB-240412G4P9T1G8,SPECBB-240412G4P9T1G8,https://files.onpoint.vn/order/2024/04/12/612533477P76TTV2K3KEQC43B33ATOVMW_shipping_label.pdf
2024-04-11 17:10:46,Shopee,Giao Hàng Nhanh,G8DTTB3F,15701115,SPEPEP-240412G4H8K0JY,SPEPEP-240412G4H8K0JY,https://files.onpoint.vn/order/2024/04/12/8923882422TIUC5RFPPF4VMQFSF67RSRB_shipping_label.pdf
2024-04-11 17:09:57,Shopee,Giao Hàng Nhanh,G8DT4MLL,15701095,SPEHUG-240412G4FSUT28,SPEHUG-240412G4FSUT28,https://files.onpoint.vn/order/2024/04/12/791983872GZFV72DT2WWVTVRTDTWDFYWG_shipping_label.pdf
2024-04-11 17:08:47,Shopee,Giao Hàng Nhanh,G8DTKQAC,15701067,SPECSC-240412G4DQ3XJ1,SPECSC-240412G4DQ3XJ1,https://files.onpoint.vn/order/2024/04/12/339902198TWVELY3YONX2QC4UXZLH6G4S_shipping_label.pdf
2024-04-11 17:05:09,Shopee,SPX Express,SPXVN042460882504,15700991,SPEHUG-240412G47B0JKT,SPEHUG-240412G47B0JKT,https://files.onpoint.vn/order/2024/04/12/293911571II2VU3L2RTUOXTYZSGO7URFY_shipping_label.pdf
2024-04-11 17:03:29,Shopee,Giao Hàng Nhanh,G8DT4YXT,15700949,SPEHUG-240412G447TP5U,SPEHUG-240412G447TP5U,https://files.onpoint.vn/order/2024/04/12/608387017O63UX32TA3UMEP7HP6TGCES_shipping_label.pdf
2024-04-11 17:02:56,Shopee,Giao Hàng Nhanh,G8DTK6CY,15700924,SPEBAY-240412G437DM7G,SPEBAY-240412G437DM7G,https://files.onpoint.vn/order/2024/04/12/545623309BAVEYACB7JQM7RV62YVECFDG_shipping_label.pdf
2024-04-11 17:01:16,Shopee,Giao Hàng Nhanh,G8DTKVDD,15700841,SPEHUG-240412G4090K6N,SPEHUG-240412G4090K6N,https://files.onpoint.vn/order/2024/04/12/54126035977B37WMRPUL747AP5RZK7WVY_shipping_label.pdf
2024-04-11 16:58:16,Shopee,Giao Hàng Nhanh,G8DT4EHB,15700789,SPEJNJ-240412G3TWBCPC,SPEJNJ-240412G3TWBCPC,https://files.onpoint.vn/order/2024/04/12/989420695N7WFUB4JYMFO2IAF4BZHGHR5_shipping_label.pdf
2024-04-11 16:58:07,Shopee,SPX Express,SPXVN043171866654,15700769,SPECSC-240412G3TMR9MC,SPECSC-240412G3TMR9MC,https://files.onpoint.vn/order/2024/04/12/96485202QGVH6DCNMQCNWP5FL43RJQ53_shipping_label.pdf
2024-04-11 16:56:25,Shopee,Giao Hàng Nhanh,G8DTKV4R,15700737,SPEJNJ-240412G3QJGQAS,SPEJNJ-240412G3QJGQAS,https://files.onpoint.vn/order/2024/04/12/175668543YXNLFAYCOQHWUACB23ZOBZO7_shipping_label.pdf
2024-04-11 16:56:17,Shopee,Giao Hàng Nhanh,G8DT4EWD,15700735,SPEUIM-240412G3QBWJUR,SPEUIM-240412G3QBWJUR,https://files.onpoint.vn/order/2024/04/12/866934598V24NNAFWYCXHH2XAHMEKH6FP_shipping_label.pdf
2024-04-11 16:47:56,Shopee,Giao Hàng Nhanh,G8DT4AHW,15700632,SPECSC-240412G38E1PTA,SPECSC-240412G38E1PTA,https://files.onpoint.vn/order/2024/04/11/364304821MP67P2IV2NQ45J2QJXOJEIRU_shipping_label.pdf
2024-04-11 16:40:01,Shopee,Giao Hàng Nhanh,G8DT4RK3,15700540,SPECBB-240412G2T93770,SPECBB-240412G2T93770,https://files.onpoint.vn/order/2024/04/12/515483740O5GZ2U3AJRID7COLFQ4KNGK3_shipping_label.pdf
2024-04-11 16:38:17,Shopee,SPX Express,SPXVN047060402444,15700519,SPEBAY-240412G2Q5XBU6,SPEBAY-240412G2Q5XBU6,https://files.onpoint.vn/order/2024/04/12/421311634D2YPJYDVYR5S6GZ5DQVHAJ22_shipping_label.pdf
2024-04-11 16:34:30,Shopee,SPX Express,SPXVN046748645284,15700486,SPEGRP-240412G2GDEJ51,SPEGRP-240412G2GDEJ51,https://files.onpoint.vn/order/2024/04/11/862342736A3PSFDLN66P2H52X5E46URSR_shipping_label.pdf
2024-04-11 16:27:42,Shopee,Giao Hàng Nhanh,G8DT4YPK,15700416,SPECSC-240412G2489XRM,SPECSC-240412G2489XRM,https://files.onpoint.vn/order/2024/04/12/577079661S62WEBN6DSAA3VRRFFAENPHE_shipping_label.pdf
2024-04-11 16:27:20,Shopee,SPX Express,SPXVN044415259684,15700411,SPEGRP-240412G23KB3XB,SPEGRP-240412G23KB3XB,https://files.onpoint.vn/order/2024/04/11/999075876J5EVETC7HRXLCKK7XVKUZ4KQ_shipping_label.pdf
2024-04-11 16:18:04,Shopee,SPX Express,SPXVN040300446774,15700297,SPEJNJ-240412G1K069RR,SPEJNJ-240412G1K069RR,https://files.onpoint.vn/order/2024/04/11/257987459XUIBC2SBILUNBDTPR4AKJZID_shipping_label.pdf
2024-04-11 16:17:50,Shopee,Giao Hàng Nhanh,G8DT446V,15700293,SPEPSN-240412G1JJTGMD,SPEPSN-240412G1JJTGMD,https://files.onpoint.vn/order/2024/04/11/900077180S3X7AAY2MQYGDG45P2TYV4VK_shipping_label.pdf
2024-04-11 16:14:07,Shopee,Giao Hàng Nhanh,G8DT4XTM,15700251,SPEJNJ-240412G1BY29KR,SPEJNJ-240412G1BY29KR,https://files.onpoint.vn/order/2024/04/11/246402298TO37KGCU6YLFKYR52DVCCMIW_shipping_label.pdf
2024-04-11 16:12:13,Shopee,Giao Hàng Nhanh,G8DTK9G9,15700225,SPEHUG-240412G18JANNT,SPEHUG-240412G18JANNT,https://files.onpoint.vn/order/2024/04/12/780460833AG7V4UHFIIABPRIMNJS77OEW_shipping_label.pdf
2024-04-11 16:11:40,Shopee,Giao Hàng Nhanh,G8DTMPVX,15700218,SPEDER-240412G17HXPYW,SPEDER-240412G17HXPYW,https://files.onpoint.vn/order/2024/04/12/2939121802VL5ZURSCPKHYDHKSWYZ7SVB_shipping_label.pdf
2024-04-11 16:11:00,Shopee,Giao Hàng Nhanh,G8DT4BBM,15700208,SPECSC-240412G16BRPS4,SPECSC-240412G16BRPS4,https://files.onpoint.vn/order/2024/04/11/418420363KMYWVOJMUXEUBS4G6FLIT5GX_shipping_label.pdf
2024-04-11 16:09:16,Shopee,Giao Hàng Nhanh,G8DT4HBF,15700184,SPEUIM-240412G139JBBS,SPEUIM-240412G139JBBS,https://files.onpoint.vn/order/2024/04/11/471448251OP7YD7CTZSZPUAFW3TTCB2MU_shipping_label.pdf
2024-04-11 16:00:10,Shopee,Giao Hàng Nhanh,G8DT4W8L,15700059,SPEJNJ-240411G0K0TBXV,SPEJNJ-240411G0K0TBXV,https://files.onpoint.vn/order/2024/04/11/96013343GRZPDQFUFQLNK75CL3PO6XEE_shipping_label.pdf
2024-04-11 15:56:55,Shopee,SPX Express,SPXVN049255905374,15700021,SPEUIM-240411G0D6V5QB,SPEUIM-240411G0D6V5QB,https://files.onpoint.vn/order/2024/04/11/429287366VZPDS2GJEAK6YCH4F7HQSA4E_shipping_label.pdf
2024-04-11 15:56:34,Shopee,Giao Hàng Nhanh,G8DT4NN8,15700020,SPECSC-240411G0CJUREJ,SPECSC-240411G0CJUREJ,https://files.onpoint.vn/order/2024/04/11/517645563QEQ2B3IS4PSRQLRELCPPVI3W_shipping_label.pdf
2024-04-11 15:56:08,Shopee,Giao Hàng Nhanh,G8DT4WHV,15700011,SPEUIM-240411G0BR652H,SPEUIM-240411G0BR652H,https://files.onpoint.vn/order/2024/04/11/238968256M42FKFLQLUIL7XG5UCJJ3GUR_shipping_label.pdf
2024-04-11 15:54:55,Shopee,SPX Express,SPXVN041124665434,15699994,SPEDER-240411G09KGBPX,SPEDER-240411G09KGBPX,https://files.onpoint.vn/order/2024/04/12/623622168UWTPGKBWOAWZ5IIQ6QRVHHNM_shipping_label.pdf
2024-04-11 15:51:33,Shopee,Giao Hàng Nhanh,G8DTHURM,15699958,SPENVA-240411G03KTJA2,SPENVA-240411G03KTJA2,https://files.onpoint.vn/order/2024/04/12/613676316QBNQENN3IT57BJKQMZXZJ3DH_shipping_label.pdf
2024-04-11 15:51:27,Shopee,Giao Hàng Nhanh,G8DT4KMX,15699955,SPEJNJ-240411G03D3D1J,SPEJNJ-240411G03D3D1J,https://files.onpoint.vn/order/2024/04/11/5053594963RO3XHFG6XFAEASZNJ5TNSZM_shipping_label.pdf
2024-04-11 15:48:47,Shopee,Giao Hàng Nhanh,G8DT46Q3,15699928,SPECSC-240411FYXNFTXX,SPECSC-240411FYXNFTXX,https://files.onpoint.vn/order/2024/04/11/76051120254JFOAIQ4XQNEQBVNL3QOY54_shipping_label.pdf
2024-04-11 15:47:49,Shopee,Giao Hàng Nhanh,G8DT4KF8,15699918,SPECSC-240411FYVX4KDN,SPECSC-240411FYVX4KDN,https://files.onpoint.vn/order/2024/04/11/98850856CLKDSHRQJRNSY7N6V7DBYZQL_shipping_label.pdf
2024-04-11 15:47:25,Shopee,SPX Express,SPXVN042394253294,15699908,SPEUIM-240411FYV790W0,SPEUIM-240411FYV790W0,https://files.onpoint.vn/order/2024/04/11/888921187PKXR3HYPRWFGKGJO6VKW3LT5_shipping_label.pdf
2024-04-11 15:39:57,Shopee,Giao Hàng Nhanh,G8DT4UHB,15699812,SPEJNJ-240411FYEU4HX4,SPEJNJ-240411FYEU4HX4,https://files.onpoint.vn/order/2024/04/11/297488559PE6G2WXX5MEKC23NZ42QUPDI_shipping_label.pdf
2024-04-11 15:36:58,Shopee,Giao Hàng Nhanh,G8DTTE3X,15699774,SPENVA-240411FY9GBPWU,SPENVA-240411FY9GBPWU,https://files.onpoint.vn/order/2024/04/12/2908732583Y6P4SCDROKLCN6TZA3S63DF_shipping_label.pdf
2024-04-11 15:34:43,Shopee,Giao Hàng Nhanh,G8DT4PGR,15699745,SPEJNJ-240411FY5EMYA0,SPEJNJ-240411FY5EMYA0,https://files.onpoint.vn/order/2024/04/11/197707516F75YAOIWDIQN4QOS5YMF6IMV_shipping_label.pdf
2024-04-11 15:33:41,Shopee,SPX Express,SPXVN045347065884,15699732,SPEJNJ-240411FY3NEH3R,SPEJNJ-240411FY3NEH3R,https://files.onpoint.vn/order/2024/04/11/377630882YLE5FRHVBLEZEVRFXJJEF53Y_shipping_label.pdf
2024-04-11 15:33:24,Shopee,Giao Hàng Nhanh,G8DT4GAX,15699727,SPECSC-240411FY35902X,SPECSC-240411FY35902X,https://files.onpoint.vn/order/2024/04/11/522990125QXCJLDDUF6JDHYKXP5ZYTNGT_shipping_label.pdf
2024-04-11 15:28:25,Shopee,Giao Hàng Nhanh,G8DT4DGW,15699670,SPEJNJ-240411FXT83ERH,SPEJNJ-240411FXT83ERH,https://files.onpoint.vn/order/2024/04/11/8308321512UDRWMYJMCCFFDA65PR5BUKB_shipping_label.pdf
2024-04-11 15:28:01,Shopee,Giao Hàng Nhanh,G8DT4FTQ,15699665,SPEHUG-240411FXSG7NRX,SPEHUG-240411FXSG7NRX,https://files.onpoint.vn/order/2024/04/11/362843838EQTQ72QEFVIBDXSZNWRIFI4V_shipping_label.pdf
2024-04-11 15:21:04,Shopee,Giao Hàng Nhanh,G8DT46Q4,15699548,SPECSC-240411FXD3HS65,SPECSC-240411FXD3HS65,https://files.onpoint.vn/order/2024/04/11/763709668A7XPB6OBHXSP6UN55L2THH7U_shipping_label.pdf
2024-04-11 15:20:58,Shopee,SPX Express,SPXVN041782668114,15699544,SPENVA-240411FXCWS332,SPENVA-240411FXCWS332,https://files.onpoint.vn/order/2024/04/12/271184873OXAWJH3BEYQP273FKEUIR2EY_shipping_label.pdf
