inserted_at,platform_name,delivery_platform,delivery_tracking_number,order_id,order_no,external_order_no,shipping_label
2024-04-17 07:56:40,Shopee,Giao Hàng Nhanh,G8DRXYCQ,15883725,SPEHUG-240417151M8XUX,SPEHUG-240417151M8XUX,https://files.onpoint.vn/order/2024/04/17/375306465OJAZ5CNPJ6WKGIJUI3FY6HTX_shipping_label.pdf
2024-04-17 07:48:06,Shopee,SPX Express,SPXVN045916388214,15883331,SPEVAR-24041714J93HN7,SPEVAR-24041714J93HN7,https://files.onpoint.vn/order/2024/04/17/2011557482DH6W65O44HFE2NXSRV6JQPX_shipping_label.pdf
2024-04-17 07:45:04,Shopee,Giao Hàng Nhanh,G8DRAR6D,15883295,SPEHUG-24041714CWD7TQ,SPEHUG-24041714CWD7TQ,https://files.onpoint.vn/order/2024/04/17/2787141305ZSIBOT3CV6DXQQ436TDGRZ2_shipping_label.pdf
2024-04-17 07:41:27,Shopee,Giao Hàng Nhanh,G8DRRQB7,15883251,SPEOBA-240417146EFDB7,SPEOBA-240417146EFDB7,https://files.onpoint.vn/order/2024/04/17/148596814SMKLIRB5ZTD2G7LL6JBZOKHK_shipping_label.pdf
2024-04-17 07:39:28,Shopee,SPX Express,SPXVN041466795714,15883221,SPEBAY-240417142V1BH6,SPEBAY-240417142V1BH6,https://files.onpoint.vn/order/2024/04/17/257292921D2RSJMP3BWCBZ72VFIMNVJDG_shipping_label.pdf
2024-04-17 07:38:30,Shopee,Giao Hàng Nhanh,G8DRXQTC,15883212,SPECBB-2404171415NK0T,SPECBB-2404171415NK0T,https://files.onpoint.vn/order/2024/04/17/67396180WFSUGBO4E25KDN4KMFALM5EB_shipping_label.pdf
2024-04-17 07:36:26,Shopee,Giao Hàng Nhanh,G8DRXQVL,15883170,SPEJNJ-24041713WFF44R,SPEJNJ-24041713WFF44R,https://files.onpoint.vn/order/2024/04/17/170915709PUUAEQPAC4ZUUVKJWFZEEA56_shipping_label.pdf
2024-04-17 07:36:16,Shopee,Giao Hàng Nhanh,G8DRMYGR,15883169,SPENVA-24041713W5W1AG,SPENVA-24041713W5W1AG,https://files.onpoint.vn/order/2024/04/17/272428617QAXGRKVP2GHTVLRSYEXTJQTJ_shipping_label.pdf
2024-04-17 07:36:07,Shopee,Giao Hàng Nhanh,G8DR8V39,15883164,SPEBAY-24041713VWB8GT,SPEBAY-24041713VWB8GT,https://files.onpoint.vn/order/2024/04/17/560926653F2JJFEF25IPWFLSD2EA5JH4U_shipping_label.pdf
2024-04-17 07:34:50,Shopee,Giao Hàng Nhanh,G8DR8V34,15883154,SPEBAY-24041713TKWM54,SPEBAY-24041713TKWM54,https://files.onpoint.vn/order/2024/04/17/731905968JPBR7IVD75R7JOSYMSKJQJTT_shipping_label.pdf
2024-04-17 07:33:42,Shopee,SPX Express,SPXVN042675237794,15883144,SPENVA-24041713RJ4196,SPENVA-24041713RJ4196,https://files.onpoint.vn/order/2024/04/17/2986409623KJNN6DHAUBMQPZBHBHYQ7GQ_shipping_label.pdf
2024-04-17 07:30:33,Shopee,Giao Hàng Nhanh,G8DRMYCU,15883100,SPENVA-24041713JXU0P4,SPENVA-24041713JXU0P4,https://files.onpoint.vn/order/2024/04/17/892412713QORBD336PBTO76J7AMPLGAFS_shipping_label.pdf
2024-04-17 07:30:11,Shopee,Giao Hàng Nhanh,G8DR8V3F,15883097,SPEBAY-24041713J8UCU4,SPEBAY-24041713J8UCU4,https://files.onpoint.vn/order/2024/04/17/301750310BUVRFJO42SO2MCUXBJHTLEEC_shipping_label.pdf
2024-04-17 07:27:46,Shopee,SPX Express,SPXVN040811918494,15883069,SPEJNJ-24041713DXKN7P,SPEJNJ-24041713DXKN7P,https://files.onpoint.vn/order/2024/04/17/445168585LLOYDAZSRB4VFIYCVY74AWIZ_shipping_label.pdf
2024-04-17 07:27:11,Shopee,Giao Hàng Nhanh,G8DRXYUE,15883063,SPEHUG-24041713CW6HAY,SPEHUG-24041713CW6HAY,https://files.onpoint.vn/order/2024/04/17/761121013UIXOF43CYKFUOJSOGEY3MWIQ_shipping_label.pdf
2024-04-17 07:25:54,Shopee,Giao Hàng Nhanh,G8DRHPWG,15883052,SPEUIM-24041713AKR9K5,SPEUIM-24041713AKR9K5,https://files.onpoint.vn/order/2024/04/17/316004344FDRT6ACAWJW7NV5UT3PSVIJP_shipping_label.pdf
2024-04-17 07:25:49,Shopee,Giao Hàng Nhanh,G8DRXT3Y,15883051,SPEJNJ-24041713AF05CM,SPEJNJ-24041713AF05CM,https://files.onpoint.vn/order/2024/04/17/6309182842BVN3DHJD3RYFYRXCTJOTJ4G_shipping_label.pdf
2024-04-17 07:22:58,Shopee,Giao Hàng Nhanh,G8DMLU4R,15883011,SPENVA-240417135CVMYB,SPENVA-240417135CVMYB,https://files.onpoint.vn/order/2024/04/17/742949070GFPC6PMFE3G2V5IFK3W6VOD2_shipping_label.pdf
2024-04-17 07:22:15,Shopee,SPX Express,SPXVN041346049114,15882997,SPEPSN-2404171342Y1RC,SPEPSN-2404171342Y1RC,https://files.onpoint.vn/order/2024/04/17/251123427RSDYWNCBZOJE4RYQKPW4Q2ZW_shipping_label.pdf
2024-04-17 07:20:33,Shopee,Giao Hàng Nhanh,G8DRHDTA,15882988,SPENVA-2404171312J1TQ,SPENVA-2404171312J1TQ,https://files.onpoint.vn/order/2024/04/17/677517905HWJW7VWAKWGOQRIMSE6LRGNL_shipping_label.pdf
2024-04-17 07:07:53,Shopee,SPX Express,SPXVN045227801834,15882824,SPEBAY-24041712ADT467,SPEBAY-24041712ADT467,https://files.onpoint.vn/order/2024/04/17/765001553TSCPR3VKJFXK4Z5RFCA5K4Y3_shipping_label.pdf
2024-04-17 07:03:53,Shopee,Giao Hàng Nhanh,G8DRHADW,15882773,SPEJNJ-2404171238Y1QF,SPEJNJ-2404171238Y1QF,https://files.onpoint.vn/order/2024/04/17/47909938I7CXCLBJ44WIQZ7A4M5NFYMT_shipping_label.pdf
2024-04-17 07:03:22,Shopee,Giao Hàng Nhanh,G8DRHADK,15882765,SPEJNJ-240417122AE62X,SPEJNJ-240417122AE62X,https://files.onpoint.vn/order/2024/04/17/160606237IBOJNNZZYK3AQUWXYWGGT37Q_shipping_label.pdf
2024-04-17 07:03:12,Shopee,SPX Express,SPXVN041222188204,15882764,SPETHM-2404171220V3F2,SPETHM-2404171220V3F2,https://files.onpoint.vn/order/2024/04/17/305993987LTDCE2QK4ESBCY53GGQKBLGZ_shipping_label.pdf
2024-04-17 07:02:56,Shopee,Giao Hàng Nhanh,G8DRT6HV,15882762,SPEJNJ-240417121JJEHA,SPEJNJ-240417121JJEHA,https://files.onpoint.vn/order/2024/04/17/149226258GAJU3HWKCFM3FFFILY4YKW2W_shipping_label.pdf
2024-04-17 07:02:54,Shopee,Giao Hàng Nhanh,G8DRHHUV,15882761,SPEHUG-240417121GMCRA,SPEHUG-240417121GMCRA,https://files.onpoint.vn/order/2024/04/17/785194456FNQZPQUEGJ5XYDWU6J4IXUDI_shipping_label.pdf
2024-04-17 07:00:18,Shopee,Giao Hàng Nhanh,G8DRT6X4,15882723,SPEJNJ-24041711VSXQX9,SPEJNJ-24041711VSXQX9,https://files.onpoint.vn/order/2024/04/17/680359071MOGYB4CQEZB3ASZKPJD4X3KB_shipping_label.pdf
2024-04-17 06:59:56,Shopee,SPX Express,SPXVN042673585644,15882719,SPETHM-24041711V7UR4X,SPETHM-24041711V7UR4X,https://files.onpoint.vn/order/2024/04/17/771790089Z6YJOX6WZ3ONRGLKDPAIBDWS_shipping_label.pdf
2024-04-17 06:58:41,Shopee,Giao Hàng Nhanh,G8DRH33G,15882705,SPECBB-24041711SYCFP5,SPECBB-24041711SYCFP5,https://files.onpoint.vn/order/2024/04/17/189899256I7OXBKEIIWNNJYVLJAQM6AB5_shipping_label.pdf
2024-04-17 06:56:41,Shopee,Giao Hàng Nhanh,G8DRA38A,15882679,SPEBAY-24041711PBY29C,SPEBAY-24041711PBY29C,https://files.onpoint.vn/order/2024/04/17/314938144ALEFZEN563W55TDSWS54CNQN_shipping_label.pdf
2024-04-17 06:56:16,Shopee,Giao Hàng Nhanh,G8DRTLUX,15882674,SPEHUG-24041711NN3MY8,SPEHUG-24041711NN3MY8,https://files.onpoint.vn/order/2024/04/17/139429580BLHXGPTHRDDH2YZ2D25DPUSE_shipping_label.pdf
2024-04-17 06:54:51,Shopee,SPX Express,SPXVN044449690784,15882661,SPETHM-24041711K3YVDH,SPETHM-24041711K3YVDH,https://files.onpoint.vn/order/2024/04/17/972869865FBRF6L4UFBFMI54GUPDGZAIL_shipping_label.pdf
2024-04-17 06:52:02,Shopee,Giao Hàng Nhanh,G8DRRVTP,15882612,SPEGRP-24041711E1X4YB,SPEGRP-24041711E1X4YB,https://files.onpoint.vn/order/2024/04/17/221986445AE37YYABH3KK2YVXENG3IDQ3_shipping_label.pdf
2024-04-17 06:49:18,Shopee,Giao Hàng Nhanh,G8DR8BWM,15857206,SPEDER-240416UY7DSR36,SPEDER-240416UY7DSR36-TL,https://files.onpoint.vn/order/2024/04/17/296663519X2ULLF5FPVK23F7FV3W2V4B2_shipping_label.pdf
2024-04-17 06:49:17,Shopee,SPX Express,SPXVN045302092494,15836594,SPEDER-240416T8SP5SJ9,SPEDER-240416T8SP5SJ9-TL,https://files.onpoint.vn/order/2024/04/17/828477283QVEI6A45J5VZPMZWULGAOWXK_shipping_label.pdf
2024-04-17 06:48:35,Shopee,SPX Express,SPXVN044714787834,15882555,SPESBC-24041711817KVD,SPESBC-24041711817KVD,https://files.onpoint.vn/order/2024/04/17/133137902TDUIO7KUB5FWY7JVOXOYWQFM_shipping_label.pdf
2024-04-17 06:48:31,Shopee,Giao Hàng Nhanh,G8DRHFWE,15882552,SPEJNJ-240417117SKKD9,SPEJNJ-240417117SKKD9,https://files.onpoint.vn/order/2024/04/17/45773351UENBVPS3XNZD7HFERGRBCEG4_shipping_label.pdf
2024-04-17 06:47:55,Shopee,SPX Express,SPXVN047268603144,15882534,SPESBC-240417116PA71K,SPESBC-240417116PA71K,https://files.onpoint.vn/order/2024/04/17/391250637KLKPI23IZ6HZNYYEXD5S2E2M_shipping_label.pdf
2024-04-17 06:47:38,Shopee,SPX Express,SPXVN048446113794,15882530,SPENVA-24041711673UKR,SPENVA-24041711673UKR,https://files.onpoint.vn/order/2024/04/17/738534752VEI6AW5N5ZFCJ75Z4IHB5QJ3_shipping_label.pdf
2024-04-17 06:46:54,Shopee,Giao Hàng Nhanh,G8DRHFWN,15882510,SPEJNJ-240417114W335V,SPEJNJ-240417114W335V,https://files.onpoint.vn/order/2024/04/17/348525848WS3WNPCTO6LM6UDWQHQLNWLK_shipping_label.pdf
2024-04-17 06:46:54,Shopee,Giao Hàng Nhanh,G8DRHFW9,15882509,SPEJNJ-240417114V66Y1,SPEJNJ-240417114V66Y1,https://files.onpoint.vn/order/2024/04/17/118914525DLT3FWQV4ATWUZCLV6JW6IDM_shipping_label.pdf
2024-04-17 06:46:28,Shopee,Giao Hàng Nhanh,G8DRHQ8E,15882502,SPEUIM-2404171143B1NE,SPEUIM-2404171143B1NE,https://files.onpoint.vn/order/2024/04/17/801416097XJPYNG6JGJZHO7CPALGA4EST_shipping_label.pdf
2024-04-17 06:46:13,Shopee,SPX Express,SPXVN047463959124,15882500,SPESBC-240417113P2E5X,SPESBC-240417113P2E5X,https://files.onpoint.vn/order/2024/04/17/469197820FEP4CPPID6HTZRW3HU7ODXAQ_shipping_label.pdf
2024-04-17 06:45:46,Shopee,SPX Express,SPXVN046218186824,15882492,SPEBAY-240417112VAEAT,SPEBAY-240417112VAEAT,https://files.onpoint.vn/order/2024/04/17/226404913BRHCPMVTML2AZEAEZF2HAMAV_shipping_label.pdf
2024-04-17 06:45:12,Shopee,Giao Hàng Nhanh,G8DRWD7V,15882483,SPEJNJ-240417111TX858,SPEJNJ-240417111TX858,https://files.onpoint.vn/order/2024/04/17/469684605SJ7YXC56AXZFAM5DB4A3PHOB_shipping_label.pdf
2024-04-17 06:43:32,Shopee,Giao Hàng Nhanh,G8DMQBXX,15882466,SPEGRP-24041710XVGM15,SPEGRP-24041710XVGM15,https://files.onpoint.vn/order/2024/04/17/716286024L2GDZWUIC6MPYTEBDXU3277F_shipping_label.pdf
2024-04-17 06:42:58,Shopee,Giao Hàng Nhanh,G8DRHLDT,15882450,SPEBAY-24041710WU2H63,SPEBAY-24041710WU2H63,https://files.onpoint.vn/order/2024/04/17/615629001CL4MDAUEL3TJLE3HCXACDAOB_shipping_label.pdf
2024-04-17 06:41:44,Shopee,Giao Hàng Nhanh,G8DRTYVV,15882428,SPEJNJ-24041710UMGD74,SPEJNJ-24041710UMGD74,https://files.onpoint.vn/order/2024/04/17/722102056JCUYH7JIETSEVNVN45MJ56FS_shipping_label.pdf
2024-04-17 06:38:11,Shopee,SPX Express,SPXVN049220141344,15882374,SPENVA-24041710N9C30Y,SPENVA-24041710N9C30Y,https://files.onpoint.vn/order/2024/04/17/636609850TMS2Z2CXBY5XBCGH3Z5HCWEN_shipping_label.pdf
2024-04-17 06:38:03,Shopee,Giao Hàng Nhanh,G8DRWG33,15882373,SPEBRT-24041710N1SJGC,SPEBRT-24041710N1SJGC,https://files.onpoint.vn/order/2024/04/17/812474123NABGU5DE5EZGVJF3RVTIZBLX_shipping_label.pdf
2024-04-17 06:37:50,Shopee,Giao Hàng Nhanh,G8DRHDT3,15882371,SPENVA-24041710MNBRSN,SPENVA-24041710MNBRSN,https://files.onpoint.vn/order/2024/04/17/996882778UKSP526S4P2QI37LMD4WOJFJ_shipping_label.pdf
2024-04-17 06:35:36,Shopee,SPX Express,SPXVN046759090984,15882313,SPEBAY-24041710GPG3NM,SPEBAY-24041710GPG3NM,https://files.onpoint.vn/order/2024/04/17/655546414QBNFFRLE3BEB7OHZMOBMGBTJ_shipping_label.pdf
2024-04-17 06:31:23,Shopee,Giao Hàng Nhanh,G8DRT683,15882179,SPEJNJ-240417109490J0,SPEJNJ-240417109490J0,https://files.onpoint.vn/order/2024/04/17/151181443FQKKPN7SRMNQDXKIXNIJMALN_shipping_label.pdf
2024-04-17 06:31:00,Shopee,SPX Express,SPXVN047143426484,15882166,SPESBC-240417108FAJRS,SPESBC-240417108FAJRS,https://files.onpoint.vn/order/2024/04/17/300802040SXTTFX4PMKK2PXEXJ6GIN6S2_shipping_label.pdf
2024-04-17 06:30:43,Shopee,Giao Hàng Nhanh,G8DRTFM7,15882162,SPEJNJ-240417107X560Y,SPEJNJ-240417107X560Y,https://files.onpoint.vn/order/2024/04/17/4892607552NZX4IOKI6UIALEF54HOA6DG_shipping_label.pdf
2024-04-17 06:28:14,Shopee,Ninja Van,SPEVN2443281179243,15882119,SPEJNJ-240417103H15PH,SPEJNJ-240417103H15PH,https://files.onpoint.vn/order/2024/04/17/8967532006HWB4VP7CY3OW3LYFY4SIGLR_shipping_label.pdf
2024-04-17 06:26:56,Shopee,Giao Hàng Nhanh,G8DRTFM9,15882094,SPEJNJ-2404171016N12V,SPEJNJ-2404171016N12V,https://files.onpoint.vn/order/2024/04/17/938566077SG5NAGR3DDLOA2FEOZORSNAH_shipping_label.pdf
2024-04-17 06:26:08,Shopee,Giao Hàng Nhanh,G8DRWRGN,15882077,SPEJNJ-2404170YYN09FB,SPEJNJ-2404170YYN09FB,https://files.onpoint.vn/order/2024/04/17/780042122XEM6K5WPSBXSKTP6XST7QCEP_shipping_label.pdf
2024-04-17 06:25:25,Shopee,SPX Express,SPXVN044641163634,15882063,SPEBAY-2404170YXFTNWQ,SPEBAY-2404170YXFTNWQ,https://files.onpoint.vn/order/2024/04/17/1400063HNMMABYIVIM4GGLCJOEAQUIR_shipping_label.pdf
2024-04-17 06:25:19,Shopee,Giao Hàng Nhanh,G8DRTHPM,15882062,SPEBAY-2404170YX96XJ2,SPEBAY-2404170YX96XJ2,https://files.onpoint.vn/order/2024/04/17/570060370IQ5VNJWDWBU6POWSYVEC7JMI_shipping_label.pdf
2024-04-17 06:22:52,Shopee,SPX Express,SPXVN042467344584,15882028,SPEHUG-2404170YSWXNR8,SPEHUG-2404170YSWXNR8,https://files.onpoint.vn/order/2024/04/17/533594912JXTWCY3HNJOQSBTK5Z3EWZAP_shipping_label.pdf
2024-04-17 06:21:59,Shopee,Giao Hàng Nhanh,G8DRHDWE,15882010,SPENVA-2404170YRBCG5Y,SPENVA-2404170YRBCG5Y,https://files.onpoint.vn/order/2024/04/17/576210310G24A54TAKKVYQYQP3UCUWXNZ_shipping_label.pdf
2024-04-17 06:20:50,Shopee,SPX Express,SPXVN049609927794,15881990,SPEBAY-2404170YP8KWCN,SPEBAY-2404170YP8KWCN,https://files.onpoint.vn/order/2024/04/17/46688304VQCWNXNQLXOFCO4IX3LMHNX5_shipping_label.pdf
2024-04-17 06:18:51,Shopee,Giao Hàng Nhanh,G8DRK7CA,15881970,SPECBB-2404170YJQ5PFF,SPECBB-2404170YJQ5PFF,https://files.onpoint.vn/order/2024/04/17/259275577IFVSHVA3PNHJIS6ILEHPKSFD_shipping_label.pdf
2024-04-17 06:18:30,Shopee,Giao Hàng Nhanh,G8DRKQ4B,15881961,SPEHUG-2404170YJ410X3,SPEHUG-2404170YJ410X3,https://files.onpoint.vn/order/2024/04/17/999782811A6YZHJXY62INNYS54TERDB4N_shipping_label.pdf
2024-04-17 06:18:28,Shopee,Giao Hàng Nhanh,G8DRHDWU,15881960,SPENVA-2404170YJ261K7,SPENVA-2404170YJ261K7,https://files.onpoint.vn/order/2024/04/17/678601134LGRA3XFISLF4HBHZKJL4J5DB_shipping_label.pdf
2024-04-17 06:18:01,Shopee,Giao Hàng Nhanh,G8DRKF88,15881947,SPEJNJ-2404170YH7E8CW,SPEJNJ-2404170YH7E8CW,https://files.onpoint.vn/order/2024/04/17/466847220ADO64YOKXHNRHL4C4XCKVMC3_shipping_label.pdf
2024-04-17 06:17:31,Shopee,Giao Hàng Nhanh,G8DRHDWT,15881938,SPENVA-2404170YGATN0R,SPENVA-2404170YGATN0R,https://files.onpoint.vn/order/2024/04/17/642241676WSO4BOW6LRHIDW4ZTEGBOU66_shipping_label.pdf
2024-04-17 06:15:48,Shopee,Giao Hàng Nhanh,G8DRKF8R,15881894,SPEJNJ-2404170YD9KBTP,SPEJNJ-2404170YD9KBTP,https://files.onpoint.vn/order/2024/04/17/971409992KKT36RN5NM2NBPPZFVUZHQND_shipping_label.pdf
2024-04-17 06:15:33,Shopee,Giao Hàng Nhanh,G8DRWDL6,15881891,SPEJNJ-2404170YCTBG0R,SPEJNJ-2404170YCTBG0R,https://files.onpoint.vn/order/2024/04/17/8777290696OZOTOQP6SHWKWRBGCAIWKNB_shipping_label.pdf
2024-04-17 06:14:51,Shopee,Giao Hàng Nhanh,G8DRW47K,15881881,SPEPSN-2404170YBJ93NF,SPEPSN-2404170YBJ93NF,https://files.onpoint.vn/order/2024/04/17/5325409452UK3SGUMDH52LAAVGD6SL7R7_shipping_label.pdf
2024-04-17 06:14:42,Shopee,Giao Hàng Nhanh,G8DRWVW3,15881879,SPEHUG-2404170YB9QBR7,SPEHUG-2404170YB9QBR7,https://files.onpoint.vn/order/2024/04/17/27820325A3SECK3EUXZNWRH23N6SUZMV_shipping_label.pdf
2024-04-17 06:14:08,Shopee,Giao Hàng Nhanh,G8DRWVWW,15881873,SPEHUG-2404170YAA7YYY,SPEHUG-2404170YAA7YYY,https://files.onpoint.vn/order/2024/04/17/971341828ED5GTRGIPWKCMFZGLG2PDPGR_shipping_label.pdf
2024-04-17 06:12:48,Shopee,SPX Express,SPXVN044428563124,15881854,SPECBE-2404170Y7WWFVY,SPECBE-2404170Y7WWFVY,https://files.onpoint.vn/order/2024/04/17/2639188432QDVVMLLNDRWXFMIHO4COQ2D_shipping_label.pdf
2024-04-17 06:12:36,Shopee,Giao Hàng Nhanh,G8DRWDW7,15881851,SPECBB-2404170Y7HHSHK,SPECBB-2404170Y7HHSHK,https://files.onpoint.vn/order/2024/04/17/700539142BP7M2DR7ZORUDVMP5S3UTJFJ_shipping_label.pdf
2024-04-17 06:12:33,Shopee,Giao Hàng Nhanh,G8DRWDLN,15881850,SPEJNJ-2404170Y7EN7Q0,SPEJNJ-2404170Y7EN7Q0,https://files.onpoint.vn/order/2024/04/17/6928799417XYKA5YLN73PBLHWEJG26MW5_shipping_label.pdf
2024-04-17 06:12:00,Shopee,SPX Express,SPXVN048475696694,15881844,SPEHUG-2404170Y6G3VWF,SPEHUG-2404170Y6G3VWF,https://files.onpoint.vn/order/2024/04/17/132132392T2NLJR5JCHYS36QF25BBCFYK_shipping_label.pdf
2024-04-17 06:10:36,Shopee,Giao Hàng Nhanh,G8DRWVWK,15881817,SPEHUG-2404170Y3Y27AM,SPEHUG-2404170Y3Y27AM,https://files.onpoint.vn/order/2024/04/17/399815303WMCSTWFTIL7KC7GHO5QCFWHE_shipping_label.pdf
2024-04-17 06:09:13,Shopee,SPX Express,SPXVN042544759364,15881799,SPEUIM-2404170Y1GUM3A,SPEUIM-2404170Y1GUM3A,https://files.onpoint.vn/order/2024/04/17/313124393I4YGUTXFYSVBPQ6KWZIAUEHO_shipping_label.pdf
2024-04-17 06:09:05,Shopee,Ninja Van,SPEVN2440139398801,15881797,SPEHUG-2404170Y197Y36,SPEHUG-2404170Y197Y36,https://files.onpoint.vn/order/2024/04/17/917275736HNLJPSOR2U4XJEYB6RTP32VY_shipping_label.pdf
2024-04-17 06:07:59,Shopee,Giao Hàng Nhanh,G8DRWYUU,15881782,SPEBAY-2404170XY9BFC6,SPEBAY-2404170XY9BFC6,https://files.onpoint.vn/order/2024/04/17/901567517VSWXWZCSBWKANFRFA3JYMYI_shipping_label.pdf
2024-04-17 06:06:42,Shopee,Giao Hàng Nhanh,G8DRWF9A,15881748,SPEUIM-2404170XVYX1RD,SPEUIM-2404170XVYX1RD,https://files.onpoint.vn/order/2024/04/17/870504651QGOZB6YWK6QBFGJVHH65SNSS_shipping_label.pdf
2024-04-17 06:04:58,Shopee,Giao Hàng Nhanh,G8DRK9CU,15881717,SPEHUG-2404170XSWNDU3,SPEHUG-2404170XSWNDU3,https://files.onpoint.vn/order/2024/04/17/550807992MAIEP76NJMNHIQUYGRRGGHJB_shipping_label.pdf
2024-04-17 06:03:47,Shopee,Giao Hàng Nhanh,G8DRKHKT,15881699,SPEBAY-2404170XQS1CFQ,SPEBAY-2404170XQS1CFQ,https://files.onpoint.vn/order/2024/04/17/319001828TQG7K3S4HRZDJIPPMMN7EWV4_shipping_label.pdf
2024-04-17 06:01:29,Shopee,SPX Express,SPXVN048138679834,15881661,SPEBAY-2404170XKPCBFG,SPEBAY-2404170XKPCBFG,https://files.onpoint.vn/order/2024/04/17/820009374WQRHBXZN54U453XCDMN2K4WX_shipping_label.pdf
2024-04-17 06:00:49,Shopee,Giao Hàng Nhanh,G8DR837D,15881647,SPEOBA-2404170XJF8GQ9,SPEOBA-2404170XJF8GQ9,https://files.onpoint.vn/order/2024/04/17/592994116XYNCMMRGJTLUOZCFR3ZQFTHK_shipping_label.pdf
2024-04-17 06:00:48,Shopee,Giao Hàng Nhanh,G8DRKXAW,15881646,SPEHUG-2404170XJF8CRB,SPEHUG-2404170XJF8CRB,https://files.onpoint.vn/order/2024/04/17/883455952JPMTZBUM2E2WF3VTR643SHMZ_shipping_label.pdf
2024-04-17 05:59:47,Shopee,Giao Hàng Nhanh,G8DRK4V7,15881626,SPECJF-2404170XGN2GBU,SPECJF-2404170XGN2GBU,https://files.onpoint.vn/order/2024/04/17/840859414VA75NJSULXYEF6X3XG4USX5F_shipping_label.pdf
2024-04-17 05:59:43,Shopee,SPX Express,SPXVN040275145934,15881623,SPEMAR-2404170XGH8GPR,SPEMAR-2404170XGH8GPR,https://files.onpoint.vn/order/2024/04/17/851303553HRN5TKTDUI347UFVS2SRIMTV_shipping_label.pdf
2024-04-17 05:59:40,Shopee,Giao Hàng Nhanh,G8DR83F6,15881620,SPEOBA-2404170XGDG41D,SPEOBA-2404170XGDG41D,https://files.onpoint.vn/order/2024/04/17/224333366PEU25O4SASDDZ4W5HUZAJCEQ_shipping_label.pdf
2024-04-17 05:59:17,Shopee,SPX Express,SPXVN047081292464,15881613,SPEMOL-2404170XFREUJ8,SPEMOL-2404170XFREUJ8,https://files.onpoint.vn/order/2024/04/17/6082997965GT3T5CU6RCYIE6VLN6ZV7BA_shipping_label.pdf
2024-04-17 05:58:38,Shopee,Giao Hàng Nhanh,G8DRW8P6,15881604,SPEBAY-2404170XEK80QS,SPEBAY-2404170XEK80QS,https://files.onpoint.vn/order/2024/04/17/547031160F6BX6VYEBL4DGGAGXRLVQANH_shipping_label.pdf
2024-04-17 05:57:15,Shopee,Giao Hàng Nhanh,G8DRKNWX,15881575,SPECSC-2404170XC439JG,SPECSC-2404170XC439JG,https://files.onpoint.vn/order/2024/04/17/469453378LBUPVUPYAGOLKOLGFD2IRSLG_shipping_label.pdf
2024-04-17 05:56:48,Shopee,Giao Hàng Nhanh,G8DRX3BH,15881560,SPETHM-2404170XBBC951,SPETHM-2404170XBBC951,https://files.onpoint.vn/order/2024/04/17/657207852GRKP2E3YKTA3EKBOYOZLRW6E_shipping_label.pdf
2024-04-17 05:55:31,Shopee,Giao Hàng Nhanh,G8DR4LD9,15881544,SPEJNJ-2404170X9102JS,SPEJNJ-2404170X9102JS,https://files.onpoint.vn/order/2024/04/17/794804302K5KJKFR7WPNQT6M7MUHHD4RT_shipping_label.pdf
2024-04-17 05:53:34,Shopee,SPX Express,SPXVN043100610024,15881506,SPEHUG-2404170X5GD9AY,SPEHUG-2404170X5GD9AY,https://files.onpoint.vn/order/2024/04/17/8434549346SLQFZXVNRLI2O4SMEZOGTI6_shipping_label.pdf
2024-04-17 05:53:20,Shopee,Giao Hàng Nhanh,G8DRKHX6,15881501,SPEBAY-2404170X5330UD,SPEBAY-2404170X5330UD,https://files.onpoint.vn/order/2024/04/17/406201150R2PV6Y7XCLNWHVIZPV7WQBQA_shipping_label.pdf
2024-04-17 05:53:03,Shopee,Giao Hàng Nhanh,G8DR84GY,15881500,SPEOBA-2404170X4JTJT9,SPEOBA-2404170X4JTJT9,https://files.onpoint.vn/order/2024/04/17/233040184ALI52VXXQSTEV3IO5U6UH6BG_shipping_label.pdf
2024-04-17 05:52:34,Shopee,SPX Express,SPXVN045134381744,15881491,SPEMAR-2404170X3R44WC,SPEMAR-2404170X3R44WC,https://files.onpoint.vn/order/2024/04/17/733444667VM34KP4E4EX6235K7APLZMZX_shipping_label.pdf
2024-04-17 05:51:50,Shopee,Giao Hàng Nhanh,G8DRKVXR,15881462,SPEBRT-2404170X2D8GX3,SPEBRT-2404170X2D8GX3,https://files.onpoint.vn/order/2024/04/17/606406052CQSQHWAPYID4R4RIYJ5L4UNS_shipping_label.pdf
2024-04-17 05:51:18,Shopee,SPX Express,SPXVN044890198594,15881451,SPETHM-2404170X1FP3H5,SPETHM-2404170X1FP3H5,https://files.onpoint.vn/order/2024/04/17/6163214166FIRCLU4QCPLPVCADKOE3WT2_shipping_label.pdf
2024-04-17 05:51:13,Shopee,Giao Hàng Nhanh,G8DRX3BX,15881449,SPETHM-2404170X1AUVU5,SPETHM-2404170X1AUVU5,https://files.onpoint.vn/order/2024/04/17/3094127247Y2X52WANBURIJZ5EPACK4F_shipping_label.pdf
2024-04-17 05:50:56,Shopee,SPX Express,SPXVN045676602184,15881441,SPEHUG-2404170X0SRX51,SPEHUG-2404170X0SRX51,https://files.onpoint.vn/order/2024/04/17/764458976OO6UHPQ6JREOQ24JWVBW2BKJ_shipping_label.pdf
